,Unnamed: 0,sklearn_accuracy_1,sklearn_f1_score_1,sklearn_precision_1,sklearn_recall_1,sklearn_time_1,sklearn_e_accuracy_1,sklearn_e_f1_score_1,sklearn_e_precision_1,sklearn_e_recall_1,sklearn_e_time_1,sklearn_m_accuracy_1,sklearn_m_f1_score_1,sklearn_m_precision_1,sklearn_m_recall_1,sklearn_m_time_1,sklearn_v_accuracy_1,sklearn_v_f1_score_1,sklearn_v_precision_1,sklearn_v_recall_1,sklearn_v_time_1,autoweka_accuracy_1,autoweka_f1_score_1,autoweka_precision_1,autoweka_recall_1,autoweka_time_1,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_1,tpot_f1_score_1,tpot_precision_1,tpot_recall_1,tpot_time_1
0,AP_Breast_Lung,0.9661016949152542,0.9661016949152542,0.9661016949152542,0.9661016949152542,595.7526321411133,0.9491525423728814,0.9486812290401522,0.9488815530153726,0.9491525423728814,595.1285898685455,0.9745762711864406,0.9744617599995208,0.9745188676395056,0.9745762711864406,595.5768268108367,0.949152542372881,0.949572624638992,0.950622387579808,0.949152542372881,595.257145643234,0.0,0.0,0.0,0.0,660.0,0.9528301886792452,0.9530957372466806,0.9528301886792452,0.951940192239231,1.0,1.0,1.0,1.0,0.8898305084745762,0.8975526509715704,0.8898305084745762,0.8825852150497444,randomForest,1.0,"0.822033898305085
",,,,,660.0008451938628
1,AP_Omentum_Ovary,0.7826086956521741,0.7770241183930379,0.7747885107220146,0.7826086956521741,596.191207408905,0.8260869565217391,0.8109105824446268,0.8271039918637173,0.8260869565217391,596.4950568675995,0.7391304347826086,0.7297527706734868,0.7257998359310911,0.7391304347826086,596.5288648605348,0.7971014492753621,0.785051478785494,0.7880670054583101,0.7971014492753621,595.407357692719,0.0,0.0,0.0,0.0,660.0,0.8225806451612904,0.8261241446725317,0.8225806451612904,0.8241184694247399,1.0,1.0,1.0,1.0,0.8115942028985508,0.8257648953301128,0.8115942028985508,0.7853687834981592,,,,,,,,660.0007450580598
2,AP_Prostate_Ovary,0.9850746268656716,0.9848445844173628,0.9853459972862958,0.9850746268656716,596.4689385890962,1.0,1.0,1.0,1.0,595.3784987926482,1.0,1.0,1.0,1.0,596.1700663566588,1.0,1.0,1.0,1.0,595.213258504868,1.0,1.0,1.0,1.0,530.0,0.9833333333333332,0.9842592592592592,0.9833333333333332,0.9834733893557422,1.0,1.0,1.0,1.0,0.9701492537313432,0.9741293532338308,0.9701492537313432,0.9709337409985116,,,,,,,,604.6668295860289
3,AirlinesCodrnaAdult,0.7868780600153047,0.7870621017252353,0.7873383340652366,0.7868780600153047,598.58456158638,0.7868780600153047,0.7870621017252353,0.7873383340652366,0.7868780600153047,597.3576600551605,0.7868780600153047,0.7870621017252353,0.7873383340652366,0.7868780600153047,598.074765920639,0.786878060015305,0.7870621017252349,0.787338334065237,0.786878060015305,597.1984846591951,0.0,0.0,0.0,0.0,660.0,,,,,,,,,,,,,,,,,,,,660.0008411407472
4,Amazon,0.7573333333333333,0.7435528263595137,0.7904847152847152,0.7573333333333333,595.6052324771881,0.5786666666666667,0.5624188336694838,0.5982444518444519,0.5786666666666667,594.8530738353728,0.6106666666666667,0.6023159519164473,0.6466989602989603,0.6106666666666667,595.7965834140778,0.677333333333333,0.668295641131775,0.7043936174936171,0.677333333333333,596.616449356079,0.0,0.0,0.0,0.0,660.0,0.7603550295857988,0.8025324938046833,0.7603550295857988,0.7613268881020359,1.0,1.0,1.0,1.0,0.784,0.8406906204906204,0.784,0.7854902142004309,c50,0.3973333333333329,"0.213333333333333
",,,,,632.7008926868439
5,CovPokElec,0.4448337647918831,0.27390982010643,0.1978770782989204,0.4448337647918831,167.8172972202301,0.4448337647918831,0.27390982010643,0.1978770782989204,0.4448337647918831,595.7522811889647,0.4448337647918831,0.27390982010643,0.1978770782989204,0.4448337647918831,597.1652307510376,0.454518222940404,0.44637733002590296,0.506248695287831,0.454518222940404,596.859163761139,0.0,0.0,0.0,0.0,660.0,,,,,,,,,,,,,,,,,,,,613.9637923240663
6,GCM,0.75,0.7433201058201058,0.8072916666666666,0.75,597.6665353775022,0.7291666666666666,0.7250992063492064,0.8159722222222222,0.7291666666666666,595.3195998668672,0.7291666666666666,0.7224867724867726,0.7864583333333334,0.7291666666666666,596.3476324081421,0.8125,0.8139880952380952,0.8538194444444445,0.8125,595.2691142559053,0.0,0.0,0.0,0.0,660.0,,,,,,,,,,,,,svm,0.7826086956521741,"0.604166666666667
",,,,,660.0009982585908
7,KDDCup99,0.9996194486053196,0.9995806231348708,0.9995639656320708,0.9996194486053196,594.9120285511018,0.9996194486053196,0.9995806231348708,0.9995639656320708,0.9996194486053196,594.7718844413757,0.9996599327962432,0.9996202489518784,0.999605270312692,0.9996599327962432,595.0320012569427,0.99961944860532,0.999580623134871,0.999563965632071,0.99961944860532,595.161702156067,0.0,0.0,0.0,0.0,660.0,0.9994602132157796,0.9994437006972388,0.9994602132157796,0.9994380053410872,0.9999946021078768,0.9999946050752804,0.9999946021078768,0.9999945985801816,0.4163070321039634,0.4188310124919002,0.4163070321039634,0.4175102334466781,svm,0.999916047517105,"0.998631634346788
",,,,,660.0012629032135
8,MagicTelescope,0.8853838065194533,0.8831647138159633,0.8857982512050642,0.8853838065194533,594.8868410587312,0.8689800210304942,0.8659423543304212,0.8693864182959116,0.8689800210304942,594.8940761089325,0.8849631966351209,0.8835083091128588,0.8843172035703285,0.8849631966351209,596.288681268692,0.8715036803364878,0.8687862865299631,0.8716140199737189,0.8715036803364878,595.0045294761658,0.8332281808622503,0.8288345947743826,0.8320568493900877,0.8332281808622503,529.0,,,,,,,,,,,,,randomForest,0.9940413599719592,"0.879495268138801
",,,,,625.9690971374513
9,aaaData_for_UCI_named,1.0,1.0,1.0,1.0,596.1093039512633,1.0,1.0,1.0,1.0,595.2963540554048,1.0,1.0,1.0,1.0,596.2462475299835,1.0,1.0,1.0,1.0,596.2212088108063,1.0,1.0,1.0,1.0,566.0,,,,,,,,,,,,,randomForest,1.0,"1
",1.0,1.0,1.0,1.0,605.9276812076569
