,Unnamed: 0,sklearn_accuracy_1,sklearn_f1_score_1,sklearn_precision_1,sklearn_recall_1,sklearn_time_1,sklearn_e_accuracy_1,sklearn_e_f1_score_1,sklearn_e_precision_1,sklearn_e_recall_1,sklearn_e_time_1,sklearn_m_accuracy_1,sklearn_m_f1_score_1,sklearn_m_precision_1,sklearn_m_recall_1,sklearn_m_time_1,sklearn_v_accuracy_1,sklearn_v_f1_score_1,sklearn_v_precision_1,sklearn_v_recall_1,sklearn_v_time_1,autoweka_accuracy_1,autoweka_f1_score_1,autoweka_precision_1,autoweka_recall_1,autoweka_time_1,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_1,tpot_f1_score_1,tpot_precision_1,tpot_recall_1,tpot_time_1
0,AP_Breast_Lung,,,,,,,,,,,,,,,,,,,,,0.9745762711864407,0.9744617599995208,0.9745188676395056,0.9745762711864406,13308.0,0.9622641509433962,0.9639026812313805,0.9622641509433962,0.962669731049692,1.0,1.0,1.0,1.0,0.9745762711864406,0.9745188676395056,0.9745762711864406,0.9744617599995209,,,,0.9745762711864406,0.9744617599995208,0.9745188676395056,0.9745762711864406,14430.199415445328
1,AP_Omentum_Ovary,,,,,,,,,,,,,,,,,,,,,0.7826086956521741,0.7601945183573423,0.7740220798691564,0.7826086956521741,14373.0,0.8225806451612904,0.8196441093969145,0.8225806451612904,0.8208673047382725,0.9320388349514565,0.9400347567186071,0.9320388349514565,0.9335993231722168,0.7971014492753623,0.8124257543359468,0.7971014492753623,0.7646903820816864,,,,0.8405797101449275,0.8289855072463768,0.8412764771460424,0.8405797101449275,14466.584115743635
2,AP_Prostate_Ovary,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8059701492537313,0.649587881488082,0.8059701492537313,0.7193783150363883,,,,,,,,
3,AirlinesCodrnaAdult,,,,,,,,,,,,,,,,,,,,,0.6548302736275899,0.6497946434135937,0.6971944887157948,0.6548302736275899,13492.0,,,,,,,,,,,,,,,,,,,,15439.681920051577
4,Amazon,0.8533333333333334,0.8463024948194098,0.8750066378066378,0.8533333333333334,14395.950932741165,0.8133333333333334,0.8060101460994449,0.8297524771524771,0.8133333333333334,14396.523814201355,,,,,,0.7653333333333333,0.7617281850600307,0.7969812409812409,0.7653333333333333,14396.652002811434,0.4986666666666666,0.4948851392022424,0.525736271136271,0.4986666666666666,13857.0,0.7514792899408284,0.7818827539981386,0.7514792899408284,0.7476008416039925,1.0,1.0,1.0,1.0,0.8133333333333334,0.8354035594035595,0.8133333333333334,0.8038920808600174,,,,0.7466666666666667,0.7373038383171,0.7929644608115197,0.7466666666666667,14405.273016929626
5,CovPokElec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA
",,,,,14512.428869009018
6,GCM,,,,,,,,,,,,,,,,,,,,,,,,,,0.7441860465116279,0.7217607973421927,0.7441860465116279,0.7167220376522703,1.0,1.0,1.0,1.0,0.3333333333333333,0.3776881720430108,0.3333333333333333,0.3106060606060606,knn,1.0,"0.645833333333333
",0.8333333333333334,0.8152701465201465,0.8408564814814815,0.8333333333333334,14507.63736796379
7,KDDCup99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14609.884369134905
8,MagicTelescope,0.885173501577287,0.8831833231974935,0.8851817718409066,0.885173501577287,14398.425283670425,0.8830704521556256,0.8814729540695087,0.8824057113998093,0.8830704521556256,14396.822939634323,0.8843322818086226,0.8822289090587613,0.8843579249489437,0.8843322818086226,14396.889291763306,0.8754994742376446,0.8728790833723812,0.8757922628294507,0.8754994742376446,14398.331929683683,,,,,,0.8768691588785047,0.8795781264674625,0.8768691588785047,0.8732626808727182,1.0,1.0,1.0,1.0,0.644794952681388,0.5801458553569042,0.644794952681388,0.5379729810883213,c50,0.9265334735366278,"0.871503680336488
",0.8807570977917981,0.8785414294741878,0.8808073548369805,0.8807570977917981,14567.678342580795
9,aaaData_for_UCI_named,1.0,1.0,1.0,1.0,14397.304646253586,0.9996,0.9996000511578846,0.9996004519774012,0.9996,14397.494029998781,0.9996,0.9996000511578846,0.9996004519774012,0.9996,14397.195420503616,1.0,1.0,1.0,1.0,14396.009827375412,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3452,0.11916304,0.3452,0.17716776687481414,,,,,,,,
10,analcatdata_authorship,0.995260663507109,0.995262751228572,0.9953274147253188,0.995260663507109,14397.38632106781,0.985781990521327,0.9856974681040428,0.9861015333664224,0.985781990521327,14397.637487649918,0.990521327014218,0.9905062109315952,0.9907497287729116,0.990521327014218,14399.538940191267,0.990521327014218,0.990521327014218,0.990521327014218,0.990521327014218,14398.764538764954,,,,,,0.9894179894179894,0.9897079075161268,0.9894179894179894,0.9894125053743628,1.0,1.0,1.0,1.0,0.990521327014218,0.9907497287729116,0.990521327014218,0.9905360355173202,,,,,,,,
11,arrhythmia,0.8761061946902655,0.8750286868958259,0.8881085147559624,0.8761061946902655,14397.302823305132,0.8230088495575221,0.8215622872702519,0.8249002255769565,0.8230088495575221,14398.438821792604,,,,,,0.8230088495575221,0.8208175305520438,0.8379796425198502,0.8230088495575221,14398.381775379185,,,,,,0.7843137254901961,0.7880586196742849,0.7843137254901961,0.7849812265331665,1.0,1.0,1.0,1.0,0.5398230088495575,0.7613897082923632,0.5398230088495575,0.4198004497886829,,,,0.8495575221238938,0.8479845789888724,0.8631094915842443,0.8495575221238938,14624.335767507551
12,audiology,,,,,,,,,,,,,,,,,,,,,,,,,,0.9215686274509804,0.9411764705882352,0.9215686274509804,0.9250511015216898,1.0,1.0,1.0,1.0,0.9298245614035088,0.929766276155505,0.9298245614035088,0.9283208020050124,svm,1.0,"0.894736842105263
",0.912280701754386,0.906679213999238,0.9218154080854308,0.912280701754386,14400.647976636887
13,avila-tr,0.9988499137435308,0.9988488377681072,0.9988555266734706,0.9988499137435308,14407.89917063713,,,,,,0.9980831895725512,0.998256247445313,0.9985285592790732,0.9980831895725512,14411.915536403654,0.9980831895725512,0.998076355748519,0.9980930457043788,0.9980831895725512,14409.882330894468,,,,,,0.9982960596379128,0.9983364899140212,0.9982960596379128,0.9983020996919062,1.0,1.0,1.0,1.0,0.9505462909718227,0.9523934382691982,0.9505462909718227,0.9496322483241364,c50,1.0,"0.998849913743531
",,,,,
14,churn,0.9488,0.9455573333333334,0.9477441176470588,0.9488,14396.553129196167,0.9528,0.9509270263908212,0.9514998787878788,0.9528,14396.44825577736,0.9568,0.9541106412574766,0.9573598538448764,0.9568,14397.559623479843,0.9520000000000001,0.9508735586772848,0.9505487723954876,0.9520000000000001,14397.576253414152,,,,,,0.9635555555555556,0.9627818073959324,0.9635555555555556,0.9629109696121896,0.9906666666666668,0.990637212391109,0.9906666666666668,0.990648383437116,0.9568,0.9555898758176129,0.9568,0.9557862028095564,bagging,0.936533333333333,"0.94
",,,,,
15,cifar-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.28244444444444444,0.2894979819846175,0.28244444444444444,0.26140658003517764,0.2875333333333333,0.2982023922469028,0.2875333333333333,0.2664888393426961,0.28686666666666666,0.29971523592413324,0.28686666666666666,0.2667139572824652,rda,0.7273658336747241,"0.349066666666667
",,,,,442.3566164970398
16,connect-4,0.8483126110124334,0.8392774457278885,0.8345726517289593,0.8483126110124334,14402.063326835632,0.8474245115452931,0.8330795295700189,0.8295372840510322,0.8474245115452931,14413.272096872332,0.8466548253404381,0.8329133500075331,0.8291464230632707,0.8466548253404381,14411.126071691511,0.8396092362344583,0.8323128888398843,0.8275748752352928,0.8396092362344583,14399.879915475845,0.7069271758436945,0.6539400220472215,0.6637036715960829,0.7069271758436945,13477.0,0.8052101835405565,0.7796967644969337,0.8052101835405565,0.7859256725207404,1.0,1.0,1.0,1.0,0.8163410301953818,0.7929085221332054,0.8163410301953818,0.798075404151234,c50,0.9187636923441291,"0.835701598579041
",0.8534635879218473,0.8456342032667391,0.8412869636490108,0.8534635879218473,14581.989620685576
17,dataset_183_adult,0.8589796085496684,0.8545239186843211,0.853449686609237,0.8589796085496684,14401.65760231018,,,,,,0.8588977151748424,0.8546204079863398,0.853473243640943,0.8588977151748424,14398.972360849382,,,,,,0.8455490950782082,0.8398098650387092,0.8384656237980112,0.8455490950782082,12151.0,0.8541401273885351,0.8506782886933353,0.8541401273885351,0.8520241068802642,0.8500996423794054,0.8442528219764889,0.8500996423794054,0.8457811413948463,0.8482515764474654,0.8424632028115486,0.8482515764474654,0.8441025732334705,c50,0.862520815702547,"0.853574645811154
",0.8592252886741463,0.8545520541702094,0.8535871725867807,0.8592252886741463,14414.283187627792
18,dataset_185_yeast,,,,,,,,,,,0.5525606469002695,0.5494179039069592,0.5592864062415723,0.5525606469002695,14402.962637662888,,,,,,0.5849056603773585,0.577152094217023,0.5854208642649689,0.5849056603773585,12033.0,0.6047904191616766,0.5992943838394242,0.6047904191616766,0.598556407010714,0.8921832884097035,0.8926841046964895,0.8921832884097035,0.8914172307162227,0.4690026954177898,0.5086139229169975,0.4690026954177898,0.4585006463847661,bagging,0.6253369272237199,"0.592991913746631
",0.6226415094339622,0.6138138826248689,0.6266385198642009,0.6226415094339622,14417.981022357939
19,dataset_186_satimage,0.9135572139303484,0.9129204392071028,0.9127587084251684,0.9135572139303484,14402.703174829485,,,,,,0.9203980099502488,0.9195987157113452,0.9194851206820748,0.9203980099502488,14401.40017271042,0.9179104477611941,0.916613278069486,0.9168633424557594,0.9179104477611941,14401.173875570295,,,,,,0.9260539046302696,0.9242996909380276,0.9260539046302696,0.9242622495566818,1.0,1.0,1.0,1.0,0.9185323383084576,0.9169702046610154,0.9185323383084576,0.9168612490842232,randomForest,0.9898382413936129,"0.904228855721393
",,,,,
20,dataset_187_abalone,,,,,,,,,,,,,,,,,,,,,0.2519157088122605,0.223480736469237,0.21019541629576727,0.2519157088122605,12454.0,,,,,,,,,,,,,randomForest,0.607598978288633,"0.239234449760766
",0.2488038277511961,0.22367100629789727,0.21531282766269152,0.2488038277511961,14505.75958418846
21,dataset_189_baseball,0.9343283582089552,0.9207019706089852,0.9189473194773794,0.9343283582089552,14396.541336297989,,,,,,,,,,,0.9373134328358208,0.9281677346437486,0.9301886792452828,0.9373134328358208,14398.773919820786,,,,,,,,,,,,,,,,,,randomForest,0.9840796019900501,"0.937313432835821
",,,,,
22,dataset_194_eucalyptus,0.7119565217391305,0.7074871047254853,0.7056810452631928,0.7119565217391305,14400.595772743225,,,,,,0.6684782608695652,0.6698285377667271,0.6846035974107807,0.6684782608695652,14402.123105049131,0.6684782608695652,0.6518331788963715,0.6465853050431855,0.6684782608695652,14396.433373451233,,,,,,0.5903614457831325,0.5986528083017489,0.5903614457831325,0.5915207068686344,0.9655797101449276,0.9679167756496376,0.9655797101449276,0.9658975593267836,0.3804347826086957,0.4234941974501471,0.3804347826086957,0.3509164535379369,svm,0.793478260869565,"0.684782608695652
",0.6956521739130435,0.6817516806342635,0.6925786754597011,0.6956521739130435,14403.71001625061
23,dataset_24_mushroom,1.0,1.0,1.0,1.0,14396.534708499907,1.0,1.0,1.0,1.0,14396.481412649155,1.0,1.0,1.0,1.0,14397.404951810835,1.0,1.0,1.0,1.0,14395.692011833191,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,c50,1.0,"1
",,,,,
24,dataset_26_nursery,,,,,,0.9996913580246912,0.9996904719944384,0.9996916478293628,0.9996913580246912,14401.058853626253,1.0,1.0,1.0,1.0,14401.04908633232,0.998148148148148,0.9980009838681716,0.9978746374921966,0.998148148148148,14399.097809553146,,,,,,,,,,,,,,,,,,c50,0.999897119341564,"0.998765432098765
",,,,,
