ds_name,acc
./Datasets/mfeat-pixel,0.932
./Datasets/dataset_59_ionosphere,0.9090909090909092
./Datasets/avila-tr,0.4970289438374545
./Datasets/dataset_40_sonar,0.7884615384615384
./Datasets/phpGUrE90,0.8106060606060606
./Datasets/jungle_chess_2pcs_endgame_panther_lion,0.923469387755102
./Datasets/AP_Prostate_Ovary,0.9850746268656716
./Datasets/phpSZJq5T,0.8888888888888888
./Datasets/phpxijhaP,0.918918918918919
./Datasets/phpWfYmlu,0.8540540540540541
./Datasets/MagicTelescope,0.7518401682439537
./Datasets/dataset_6_letter,0.4412
./Datasets/phpn1jVwe,0.9756795422031472
./Datasets/CovPokElec,0.567365244777153
./Datasets/phpN4gaxw,0.6555491661874641
./Datasets/electricity-normalized,0.7694209039548022
./Datasets/php5OMDBD,0.508
./Datasets/phpoOxxNn,0.2375
./Datasets/php3CTpvq,0.2651809391155278
./Datasets/phpfrJpBS,0.8944444444444445
./Datasets/eye_movements,0.4948792977322604
./Datasets/phpchCuL5,0.8925925925925926
./Datasets/dataset_61_iris,0.9736842105263158
./Datasets/lymphoma_2classes,0.75
./Datasets/churn,0.8624
./Datasets/phpvcoG8S,0.6238375628494728
./Datasets/dataset_54_vehicle,0.6273584905660378
./Datasets/hiva_agnostic,0.9612476370510395
./Datasets/openml_phpJNxH0q,0.9771428571428572
./Datasets/phpbL6t4U,0.6339850488786659
./Datasets/arrhythmia,0.7610619469026548
./Datasets/shuttle,0.9915862068965516
./Datasets/phpPbCMyg,0.4196078431372549
./Datasets/Amazon,0.3653333333333333
./Datasets/dataset_9_autos,0.5961538461538461
./Datasets/phptd5jYj,0.6666666666666666
./Datasets/phprAeXmK,0.9385474860335196
./Datasets/dataset_189_baseball,0.9253731343283582
./Datasets/dataset_26_nursery,0.8324074074074074
./Datasets/phpdo58hj,0.875
./Datasets/cifar-10,0.2671333333333333
./Datasets/phpZrCzJR,0.992156862745098
./Datasets/phpmPOD5A,0.9425119004027828
./Datasets/devnagari,0.2128695652173913
./Datasets/umistfacescropped,0.5555555555555556
./Datasets/phphQEck0,0.8988655839386273
./Datasets/dataset_36_segment,0.671280276816609
./Datasets/phpHyLSNF,0.4195804195804196
./Datasets/page-blocks,0.945945945945946
./Datasets/KDDCup99,0.9818954698190356
./Datasets/php5s7Ep8,0.551440329218107
./Datasets/dataset_42_soybean,0.43859649122807015
./Datasets/phpNevWWL,0.6
./Datasets/dataset_28_optdigits,0.797153024911032
./Datasets/solar-flare_1,0.6962025316455697
./Datasets/audiology,0.7192982456140351
./Datasets/dataset_187_abalone,0.24019138755980862
./Datasets/dataset_186_satimage,0.6411691542288557
./Datasets/vowel,0.9475806451612904
./Datasets/dataset_24_mushroom,0.9231905465288035
./Datasets/dataset_39_ecoli,0.8333333333333334
./Datasets/phpB0xrNj,0.6235897435897436
./Datasets/phpdReP6S,0.9321766561514195
./Datasets/phpfLuQE4,0.6384615384615384
./Datasets/synthetic_control,0.86
./Datasets/phpkIxskf,0.8802087941254534
./Datasets/phpoW7Dbi,0.5181518151815182
./Datasets/dataset_183_adult,0.7829006633363361
./Datasets/phpVeNa5j,0.8665689149560117
./Datasets/GCM,0.4375
./Datasets/phpGReJjU,0.21693167918923642
./Datasets/tumors_C,0.6666666666666666
./Datasets/phpTJRsqa,0.5053061224489795
./Datasets/phpvtdNPU,0.8333333333333334
./Datasets/phpEZ030X,0.625
./Datasets/phpYLeydd,0.46618063993519643
./Datasets/mnist_784,0.6376571428571428
./Datasets/dataset_31_credit-g,0.708
./Datasets/aaaData_for_UCI_named,1.0
./Datasets/leukemia,1.0
./Datasets/jm1,0.8126377663482733
./Datasets/analcatdata_authorship,0.909952606635071
./Datasets/wine-quality-red,0.5925
./Datasets/AP_Breast_Lung,0.9576271186440678
./Datasets/ipums_la_99-small,0.9208502939846224
./Datasets/dataset_44_spambase,0.894005212858384
./Datasets/gina_agnostic,0.8431372549019608
./Datasets/dataset_185_yeast,0.5067385444743935
./Datasets/phpCsX3fx,0.1675
./Datasets/AirlinesCodrnaAdult,0.6210206718346253
./Datasets/pokerhand-normalized,0.5813768385101856
./Datasets/schizo,0.7294117647058823
./Datasets/dataset_60_waveform-5000,0.8104
./Datasets/kin8nm,0.71630859375
./Datasets/AP_Omentum_Ovary,0.782608695652174
./Datasets/connect-4,0.658259325044405
./Datasets/phpmcGu2X,0.8740740740740741
./Datasets/php0FyS2T,0.1325
./Datasets/php7KLval,0.748
./Datasets/dataset_194_eucalyptus,0.5108695652173914
