TPOT,0.947368421052632,0.973684210526316,1,0.973684210526316,1,0.947368421052632,0.921052631578947,0.973684210526316,0.947368421052632,0.947368421052632
Autosklearn-v,0.973684210526316,0.973684210526316,0.973684210526316,0.947368421052632,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316
Autosklearn-e,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316
Autosklearn-m,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316
Autosklearn,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316,0.973684210526316
ATM,0.947368421052632,1,0.973684210526316,0.947368421052632,0.947368421052632,0.973684210526316,1,0.947368421052632,0.973684210526316,0.973684210526316
SmartML-m,1,1,1,1,1,1,1,1,0.9736842105,1
SmartML-e,0.9736842105,1,0.9736842105,1,0.9736842105,1,0.9736842105,0.9736842105,1,1
Recipe,0.9736842105,0.9736842105,0.9736842105,0.9736842105,0.9736842105,0.9473684211,0.9736842105,0.9736842105,0.9736842105,0.9736842105
Autoweka,0.973684,0.973684,0.973684,0.973684,0.973684,0.947368,0.973684,0.973684,0.973684,0.973684
<<<<<<< HEAD

=======
====================================================================
autosklearn-v,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
autosklearn-e,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
autosklearn-m,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
autosklearn,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
tpot,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9736842105263158
ATM,0.9210526315789473,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.9736842105263158
>>>>>>> 8a95a368f4243e07deac87004430d8ef65ef23fd
